Reward
-12.8887825
-12.785613
-12.675237
-12.6275625
-12.531738
-12.4899235
-12.368569
-12.299773
-12.258831
-12.125988
-12.047926
-11.991222
-11.945954
-11.927666
-11.896982
-11.870069
-11.8033495
-11.74896
-11.733782
-11.740408
-11.756504
-11.747877
-11.7602625
-12.260665
-12.209577
-12.133833
-11.991639
-11.928619
-11.932246
-11.893227
-11.822821
-11.712835
-11.597906
-11.465036
-11.334506
-11.195879
-11.165066
-11.162323
-11.168679
-11.192762
-11.229471
-11.232782
-11.236179
-11.254259
-11.259693
-11.290386
-11.2920265
-11.230616
-11.1749935
-11.09999
-11.080279
-11.077175
-10.932778
-10.686659
-10.517025
-10.332688
-10.161151
-9.857179
-9.661854
-9.401172
-9.155781
-8.851437
-8.47811
-8.001866
-7.4757843
-6.9298773
-6.541004
-6.437627
-6.334787
-6.556294
-6.405465
-6.1812263
-5.8963695
-5.9140368
-6.1324825
-6.270521
-6.3731713
-6.471852
-6.5053735
-6.4929814
-6.4556813
-6.3640814
-6.219472
-6.082805
-6.0985694
-6.1495357
-6.143614
-6.157538
-6.280816
-6.4662657
-6.879449
-7.440426
-8.009652
-8.655355
-9.293206
-9.87802
-10.271502
-10.527356
-10.595216
-10.582666
-10.299148
-10.1143
-9.903828
-9.722074
-9.350171
-8.788175
-8.197507
-7.5404963
-6.845507
-6.265155
-5.6406956
-5.0086102
-4.5050516
-4.1200547
-3.7853336
-3.530441
-3.1466718
-2.8768125
-2.6973507
-2.6078951
-2.5112805
-2.4111319
-2.229879
-1.6464142
-1.5539453
-1.3281336
-1.319955
-1.1110593
-0.85182226
-0.7134039
-0.6906337
-0.7802202
-0.94460607
-1.0434849
-1.2067704
-1.3038282
-1.3548176
-1.3425703
-1.4070362
-1.4084157
-1.3878675
-1.3542709
-1.3573378
-1.3502454
-1.3244647
-1.3362513
-1.3587302
-1.4169781
-1.476701
-1.6210797
-1.7141049
-1.7671033
-1.9039689
-2.1525292
-2.3105414
-2.5313914
-2.7513328
-3.127968
-3.3266811
-3.5594904
-3.797742
-4.102107
-4.5236692
-5.127295
-5.763796
-6.453434
-7.0449247
-7.517295
-7.814819
-7.9480176
-8.311433
-8.543967
-8.862144
-8.729988
-8.45919
-8.030028
-7.4661336
-7.0831947
-6.739291
-6.315951
-6.020588
-5.948214
-5.992981
-6.1000457
-6.179304
-6.2128615
-6.315319
-6.3167806
-6.307783
-6.273185
-6.1161785
-5.972157
-5.7632823
-5.392299
-5.2568426
-5.2499647
-5.3783717
-5.413166
-5.3385453
-5.5102596
-5.686081
-5.8825517
-6.109369
-6.1674285
-6.2850075
-6.7304726
-7.195715
-7.7613335
-8.408289
-9.058694
-9.615602
-10.23608
-10.6620655
-11.0080385
-11.338844
-11.576502
-12.031055
-12.367428
-12.530531
-12.534721
-12.583782
-12.569371
-12.680778
-12.75083
-12.857367
-13.148083
-13.78917
-13.745608
-13.840658
-13.759045
-13.744189
-13.757281
-13.787759
-13.86295
-13.9270315
-14.000343
-14.003534
-13.999378
-13.894632
-13.850821
-13.780859
-13.76914
-13.767813
-13.778664
-13.7948475
-13.800687
-13.779756
-13.781881
-13.778175
-13.753605
-13.723808
-13.702227
-13.6762705
-13.625287
-13.585536
-13.574152
-13.528623
-13.491114
-13.418356
-13.406725
-13.285615
-13.049203
-12.813641
-12.382735
-11.7801
-11.385041
-11.24013
-11.153251
-11.144617
-11.2066555
-11.273268
-11.473045
-11.613407
-11.855337
-12.106297
-12.492097
-12.957132
-13.291839
-13.550468
-13.920023
-14.282373
-14.514765
-14.605849
-14.707128
-14.751116
-14.773179
-14.768852
-14.847386
-14.873539
-14.963475
-15.135842
-15.2264185
-15.435585
-15.852157
-16.003521
-16.010307
-15.953203
-16.070446
-16.313715
-16.393621
-16.648666
-16.79993
-16.862358
-16.95086
-17.226665
-17.365162
-17.52468
-17.628895
-17.6237
-17.62131
-17.702154
-17.729647
-17.823706
-17.865328
-17.876823
-17.846552
-17.804384
-18.279125
-18.137625
-18.07553
-18.057472
-18.102802
-18.093437
-17.9848
-17.956919
-17.834328
-17.306658
-17.51739
-17.605043
-17.733507
-17.775898
-17.691017
-17.624798
-17.56108
-17.44368
-17.40078
-17.379833
-17.41068
-17.479465
-17.42313
-17.463541
-17.453348
-17.32794
-17.23776
-17.209623
-17.105263
-16.989738
-16.896675
-16.72337
-16.566103
-16.284674
-15.959681
-15.55698
-15.367527
-15.245688
-15.169626
-15.041723
-14.9827175
-15.531432
-15.108539
-14.986222
-15.090907
-15.018017
-15.278378
-15.733521
-15.941106
-15.976584
-15.916612
-15.896365
-15.783927
-15.502168
-14.987136
-14.339918
-13.734167
-13.212362
-12.720083
-12.165516
-11.501282
-10.891009
-10.259109
-9.597937
-8.890036
-8.227525
-7.5031033
-6.784407
-6.0957584
-5.541849
-4.844156
-4.1609325
-3.4260821
-2.695831
-2.0037172
-1.3212084
-0.7057825
-0.15046203
0.23261991
0.7316955
1.3228028
1.8379284
2.3058472
2.9689298
3.6249888
4.2391734
4.844998
5.4382143
5.901038
6.347356
6.803329
7.221747
7.7753296
8.432627
9.135875
9.800137
10.321552
10.983284
11.442191
11.565003
12.750686
13.32623
13.869854
14.520763
15.175324
15.750896
16.189209
16.78803
17.39212
18.008059
18.466866
19.06978
19.676228
20.297626
20.899708
21.52629
22.105885
22.716595
23.41375
24.097786
24.841076
25.50343
25.941292
26.532398
27.20954
27.790216
28.26632
28.91583
30.26762
31.630325
32.994785
34.184082
35.469273
38.64662
38.291492
37.88988
37.7259
37.65585
37.748173
37.65293
37.561066
38.04511
37.60099
37.397488
37.24527
37.000053
36.847233
36.775845
36.64403
36.4918
36.332558
36.292355
36.191845
36.048412
35.843643
35.660866
35.414783
35.112347
34.959053
34.86498
34.63103
34.244923
33.67071
33.105072
32.537262
31.90818
31.25056
30.603325
29.98243
29.484383
28.88745
28.3677
27.909723
27.349127
26.71775
26.054455
25.450157
24.807688
24.32444
23.78105
23.191343
22.653765
22.085695
21.37743
20.707163
20.11501
19.3941
18.71774
18.200481
17.683302
17.174343
16.649206
16.04316
15.330727
14.595083
13.90196
13.347621
12.6742325
12.199596
12.053314
11.3437805
10.644518
10.018637
9.320842
8.590312
7.9335504
7.3742943
6.6837153
5.948374
5.287321
4.7309117
4.0391717
3.289674
2.5551655
1.8080955
1.0695502
0.44614723
-0.20057431
-0.8341443
-1.3885181
-1.8735397
-2.2881932
-2.6796384
-3.2245536
-3.89138
-4.579795
-5.087335
-5.755493
-7.1769977
-8.597674
-10.005189
-11.252005
-12.597839
-16.049715
-16.051704
-16.101738
-16.177555
-16.282433
-16.437813
-16.51571
-16.508839
-16.52523
-16.56691
-16.629478
-16.655996
-16.716341
-16.734425
-16.799868
-16.890684
-16.947948
-17.01686
-17.09182
-17.171059
-17.330776
-17.62661
-18.05864
-18.348831
-18.456715
-18.776243
-19.297688
-19.78669
-20.05169
-20.70134
-20.74657
-20.810196
-20.90231
-20.920462
-20.865301
-20.762375
-20.659685
-20.60047
-20.626019
-20.78233
-20.917496
-20.978
-20.96339
-20.985855
-20.960356
-20.89877
-20.976519
-20.965322
-20.909431
-20.846436
-20.766996
-20.720732
-20.728203
-20.686436
-20.625174
-20.477379
-20.259838
-20.135765
-20.079548
-20.076723
-20.011856
-19.921125
-19.73411
-19.593533
-19.360628
-19.240168
-19.109295
-18.998672
-19.002201
-19.024483
-19.007036
-18.948652
-18.894588
-18.846195
-18.834606
-18.7945
-18.787125
-18.774904
-18.702194
-18.566723
-18.468025
-18.277744
-18.144327
-17.929693
-17.865494
-17.864151
-18.003288
-18.159779
-18.367702
-18.465591
-18.554684
-18.608484
-18.614723
-18.665108
-18.661385
-18.691292
-18.733921
-18.783798
-18.8782
-18.912203
-18.897766
-18.818392
-18.753843
-18.707441
-18.684263
-18.708704
-18.688723
-18.63146
-18.537497
-18.397188
-18.308016
-18.235954
-18.230314
-18.71597
-18.212713
-17.689278
-17.277752
-17.060993
-16.840776
-16.726225
-16.566242
-16.29445
-16.017258
-15.768401
-15.372614
-14.984061
-14.437852
-13.735046
-13.157374
-12.122512
-11.8271055
-11.331834
-10.664333
-10.129489
-9.739275
-9.612938
-9.643637
-9.674383
-9.703485
-9.746989
-9.675581
-9.680904
-9.699936
-9.633981
-9.55885
-9.533662
-9.511858
-9.587059
-9.634357
-9.711681
-9.763663
-9.82794
-9.879825
-9.889325
-9.823485
-9.9215355
-10.039832
-10.125848
-10.11499
-10.618141
-10.625197
-10.569849
-10.681147
-10.7539835
-10.986228
-11.099452
-11.123575
-11.13978
-11.105348
-11.069347
-11.089224
-11.091145
-11.093985
-11.097543
-11.070213
-11.075823
-11.072409
-11.053535
-11.127262
-11.251774
-11.350781
-11.532901
-11.666576
-11.897999
-12.049796
-12.155841
-12.181772
-12.274297
-12.283093
-12.321902
-12.30914
-12.279922
-12.258836
-12.210819
-12.186865
-12.065172
-12.014405
-11.952853
-11.9398985
-11.989586
-12.020977
-12.033892
-12.079917
-12.058776
-12.032764
-11.995723
-11.999616
-12.005113
-12.010764
-12.132229
-12.212998
-12.229026
-12.206736
-11.63045
-11.960311
-12.36658
-12.598527
-12.607809
-12.510855
-12.447915
-12.541243
-12.65142
-12.878741
-13.157088
-13.649572
-14.056571
-14.508675
-15.1283455
-15.713653
-16.242409
-16.669806
-17.263474
-17.949205
-18.553913
-19.029993
-19.768682
-19.83827
-19.818052
-19.739689
-19.55028
-19.366425
-19.235374
-19.12993
-18.979431
-18.926022
-18.982279
-19.017736
-18.983532
-19.012583
-18.980635
-19.007015
-18.990898
-19.01059
-19.051062
-19.175848
-19.225695
-19.32473
-19.321735
-19.3835
-18.869785
-18.929026
-19.05104
-19.063124
-19.049498
-18.887388
-18.875334
-18.913578
-18.913656
-18.904293
-18.8967
-18.822115
-18.80414
-18.700022
-18.60576
-18.439672
-18.304506
-18.171188
-18.076345
-17.915768
-17.786863
-17.663366
-17.6256
-17.56814
-17.508492
-17.438648
-17.279634
-17.20943
-17.144592
-17.14264
-17.121584
-17.101835
-17.09362
-17.112883
-17.142035
-17.158241
-17.24399
-17.283205
-17.292631
-17.233173
-17.207945
-17.17636
-17.241756
-17.18865
-17.189552
-17.212595
-17.23693
-17.189734
-17.17757
-17.204243
-17.17144
-17.050013
-16.850517
-16.733526
-16.70668
-16.69261
-16.70778
-16.74721
-16.852602
-16.980665
-17.025908
-17.007875
-17.043383
-16.97706
-16.917263
-16.906761
-16.936264
-17.043327
-17.129587
-17.182796
-17.207508
-17.191702
-17.191341
-17.19977
-17.196657
-17.219917
-16.760426
-16.846445
-16.97663
-17.141333
-17.353472
-17.625069
-17.806602
-18.457212
-18.244497
-18.1063
-17.971088
-17.663668
-17.419762
-16.94089
-16.367884
-15.651384
-14.964564
-14.214705
-13.5223465
-12.792078
-12.057856
-11.357979
-10.768201
-10.234937
-9.753852
-9.446521
-9.15907
-9.032974
-8.925257
-8.911727
-8.789626
-8.6911545
-8.572782
-8.54743
-8.431385
-8.344457
-8.251529
-8.252099
-8.200292
-8.242662
-8.208789
-8.001121
-7.7295575
-7.6354213
-7.3594604
-7.2264977
-6.85832
