time/iterations,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/fps,train/entropy_loss,train/learning_rate,train/std,train/n_updates,train/clip_range,train/policy_gradient_loss,train/clip_fraction,train/value_loss,train/loss,train/explained_variance,train/approx_kl
243,99.02,497664,545.28531691,297,1673,-0.07424731850624085,0.0005374399391671351,0.26034730672836304,2420,0.12384784974010783,-0.0013494571183400694,0.10263671875,2440.519571208954,728.5519409179688,0.7480591535568237,0.0024185572
244,102.49,499712,570.09907932,298,1673,-0.07378762476146221,0.0005374399391671351,0.26123929023742676,2430,0.12384784974010783,0.0003816114487563027,0.125537109375,2192.604845428467,2933.485595703125,0.768952339887619,0.0050758393
245,102.71,501760,575.35310793,299,1673,-0.07202300354838372,0.0005374399391671351,0.25851970911026,2440,0.12384784974010783,0.0002825868927175179,0.110595703125,1885.2840592384339,2239.75439453125,0.7193475365638733,0.005670735
246,102.39,503808,549.03421669,301,1673,-0.06447015292942523,0.0005374399391671351,0.2581339478492737,2450,0.12384784974010783,0.0008754928829148411,0.128271484375,2300.150542831421,932.1669311523438,0.7072957456111908,0.0031069196
247,107.48,505856,574.4055031700001,302,1672,-0.06221178360283375,0.0005374399391671351,0.2576896846294403,2460,0.12384784974010783,-0.002012844412820414,0.13408203125,2389.258209705353,1109.8865966796875,0.7654103189706802,0.004406268
248,113.0,507904,628.10152144,303,1672,-0.062157734856009485,0.0005374399391671351,0.2575656473636627,2470,0.12384784974010783,0.0024233544172602706,0.15322265625,2031.9489757537842,1729.9332275390625,0.7673519998788834,0.0028823789
249,124.01,509952,692.06335361,304,1672,-0.05983506590127945,0.0005374399391671351,0.2556377351284027,2480,0.12384784974010783,0.0029052346420940013,0.194970703125,1798.7242972373963,2060.894775390625,0.808335080742836,0.009262524
250,114.03,512000,622.72945155,306,1671,-0.04900674819946289,0.0005374399391671351,0.2526920735836029,2490,0.12384784974010783,0.0009337441479146946,0.20517578125,1464.7343884468078,592.0066528320312,0.7461512088775635,0.012061905
251,113.88,514048,647.73892465,307,1671,-0.03752966970205307,0.0005374399391671351,0.2506359815597534,2500,0.12384784974010783,0.0014986017791670746,0.134326171875,2758.4165258407593,2807.9091796875,0.7358658611774445,0.0048096743
252,121.15,516096,680.7970003600001,308,1671,-0.03050077110528946,0.0005374399391671351,0.2482587844133377,2510,0.12384784974010783,0.0002950429610791616,0.088330078125,2751.1759502410887,754.6978149414062,0.6852073967456818,0.004073557
253,126.52,518144,710.15001395,310,1670,-0.032070965692400935,0.0005374399391671351,0.2524704337120056,2520,0.12384784974010783,0.001677792020200286,0.126025390625,1589.3715943336488,442.3440856933594,0.851440355181694,0.0050481744
254,121.78,520192,660.36877637,311,1670,-0.03858944587409496,0.0005374399391671351,0.2509929835796356,2530,0.12384784974010783,0.0021990941218973602,0.171630859375,2249.4831660270693,3121.08056640625,0.7494790852069855,0.0065373923
255,114.35,522240,610.2039495100001,312,1670,-0.03286047838628292,0.0005374399391671351,0.24941444396972656,2540,0.12384784974010783,0.0019241061338107102,0.142626953125,1895.027305316925,1697.3900146484375,0.8100472390651703,0.0056081507
256,123.84,524288,672.5971401799999,313,1670,-0.036483946815133096,0.0005374399391671351,0.2529871165752411,2550,0.12384784974010783,-0.002888957170944195,0.14541015625,2690.878395271301,1716.1307373046875,0.7510931938886642,0.0044368533
257,126.23,526336,673.6264043300001,315,1670,-0.049526041373610497,0.0005374399391671351,0.2542630434036255,2560,0.12384784974010783,0.0017884791377582587,0.15625,2291.8986788749694,2193.956787109375,0.8189908266067505,0.011959636
258,109.7,528384,593.11418607,316,1670,-0.04523879922926426,0.0005374399391671351,0.2523312568664551,2570,0.12384784974010783,0.0016537319781491533,0.125537109375,2997.0923252105713,2463.1435546875,0.7188357710838318,0.0043220394
259,104.39,530432,556.67889541,317,1670,-0.04010326117277145,0.0005374399391671351,0.2513156831264496,2580,0.12384784974010783,-4.862992209382355e-05,0.10224609375,3001.2227207183837,733.7555541992188,0.7470091581344604,0.0075372523
260,106.22,532480,557.8078951,318,1670,-0.034892335161566736,0.0005374399391671351,0.24996542930603027,2590,0.12384784974010783,-0.0010782943303638604,0.12978515625,2298.528952693939,2549.58154296875,0.7915361374616623,0.003098228
261,106.11,534528,562.7760038499999,320,1670,-0.02949430011212826,0.0005374399391671351,0.2491096705198288,2600,0.12384784974010783,0.0027328084252076223,0.147998046875,1577.7726682662965,927.7206420898438,0.8596757650375366,0.006247223
262,109.19,536576,578.7339405499999,321,1669,-0.030877777189016343,0.0005374399391671351,0.24976012110710144,2610,0.12384784974010783,0.003032649974556989,0.1615234375,2141.6838992118837,2558.62890625,0.8330960869789124,0.0062878584
263,112.14,538624,572.90884541,322,1668,-0.03273309506475926,0.0005374399391671351,0.25178736448287964,2620,0.12384784974010783,-0.0012712443160125986,0.142236328125,2393.843042373657,2915.068359375,0.8527444899082184,0.0036493666
264,115.34,540672,594.95187794,324,1668,-0.04226977862417698,0.0005374399391671351,0.2534053921699524,2630,0.12384784974010783,-0.0020291542808990926,0.1169921875,3269.2673025131226,1951.0716552734375,0.6322956085205078,0.004463788
265,117.84,542720,616.8616779299998,325,1668,-0.045602747797966005,0.0005374399391671351,0.2535533010959625,2640,0.12384784974010783,0.0020115839204663645,0.15927734375,1898.447439289093,1244.6737060546875,0.8046397715806961,0.0066291275
266,106.49,544768,532.5545386499999,326,1668,-0.04690486900508404,0.0005374399391671351,0.2539657950401306,2650,0.12384784974010783,0.0022943459021917078,0.153857421875,2111.1608803749086,505.7235107421875,0.8723652958869934,0.0050397054
267,105.09,546816,519.57384728,327,1668,-0.0451707910746336,0.0005374399391671351,0.2526412308216095,2660,0.12384784974010783,0.00014615496693295426,0.100244140625,3146.845043182373,2985.53857421875,0.7143214046955109,0.005883609
268,107.26,548864,535.82109934,328,1668,-0.04605481028556824,0.0005374399391671351,0.25445985794067383,2670,0.12384784974010783,-0.0010449872112076263,0.14912109375,1876.6229647636414,555.9379272460938,0.8570059090852737,0.005816638
269,116.68,550912,595.7064193,330,1668,-0.042193517088890076,0.0005374399391671351,0.2509364187717438,2680,0.12384784974010783,0.0030890766880474984,0.157666015625,2001.9461353302001,1248.23974609375,0.7535038590431213,0.010194595
270,119.35,552960,607.81033379,331,1668,-0.03982861153781414,0.0005374399391671351,0.25254952907562256,2690,0.12384784974010783,0.00024671584760653785,0.15322265625,2093.5381313323974,2442.97802734375,0.8220569491386414,0.0071481746
271,118.68,555008,624.1091278499999,332,1668,-0.038003713637590406,0.0005374399391671351,0.2496926337480545,2700,0.12384784974010783,0.002958993471111171,0.12138671875,1829.6959308624268,1110.1199951171875,0.8375900238752365,0.008730557
272,118.75,557056,633.07136469,333,1668,-0.03166904971003533,0.0005374399391671351,0.2505686581134796,2710,0.12384784974010783,-0.00010235763184027747,0.1314453125,2285.3552634239195,735.0750732421875,0.7905502319335938,0.003776483
273,107.89,559104,588.4521008,335,1667,-0.03433981835842133,0.0005374399391671351,0.2503666579723358,2720,0.12384784974010783,-0.0009934838002664038,0.11572265625,2599.9178440093992,1739.5240478515625,0.762683242559433,0.0037733782
274,103.18,561152,558.0360179099999,336,1667,-0.03093750923871994,0.0005374399391671351,0.24944911897182465,2730,0.12384784974010783,-0.00015059116631164216,0.10859375,2577.574593925476,1884.7879638671875,0.7502775192260742,0.004813757
275,101.05,563200,559.7920879500001,337,1666,-0.027453493699431418,0.0005374399391671351,0.24763166904449463,2740,0.12384784974010783,0.0010934471843938808,0.127734375,1637.4658971786498,1086.1190185546875,0.842425674200058,0.004659895
276,99.78,565248,538.75434766,339,1666,-0.010928391292691231,0.0005374399391671351,0.2427651584148407,2750,0.12384784974010783,-0.0004567070056509692,0.123046875,2231.599677276611,1947.3565673828125,0.8156450688838959,0.0035625782
277,104.69,567296,576.6761629,340,1666,-0.009418944641947747,0.0005374399391671351,0.24567537009716034,2760,0.12384784974010783,-0.0016688366304151714,0.11875,2383.88849067688,1178.34130859375,0.8069567084312439,0.0036900956
278,115.47,569344,643.36213898,341,1665,-0.014342069625854492,0.0005374399391671351,0.24513275921344757,2770,0.12384784974010783,-0.00042002003465313464,0.143798828125,2057.7663997650147,1230.9599609375,0.78303462266922,0.0057548154
279,114.6,571392,646.02609067,343,1665,-0.01309511810541153,0.0005374399391671351,0.24432680010795593,2780,0.12384784974010783,0.0032020409278629815,0.15068359375,1709.2461992263793,479.7505187988281,0.8134124726057053,0.0134467725
280,119.54,573440,667.2638226399998,344,1665,-0.017772094905376436,0.0005374399391671351,0.24811501801013947,2790,0.12384784974010783,-3.282641373516526e-05,0.144384765625,2442.368601989746,1142.2728271484375,0.7836371064186096,0.007234093
281,117.19,575488,655.8186152300001,345,1664,-0.024879845231771468,0.0005374399391671351,0.2487265169620514,2800,0.12384784974010783,0.0021023138135205953,0.12734375,1894.6339948654174,1167.691650390625,0.835096925497055,0.009728473
282,126.27,577536,725.1714386199998,346,1664,-0.02136366330087185,0.0005374399391671351,0.2451271265745163,2810,0.12384784974010783,0.0008880203218723182,0.153662109375,2022.8164470672607,1106.8006591796875,0.6990496814250946,0.007932868
283,130.38,579584,769.4820426700003,348,1664,-0.011532307788729667,0.0005374399391671351,0.24357976019382477,2820,0.12384784974010783,0.0030218432439141907,0.15791015625,1343.8991005897522,445.914306640625,0.8071648478507996,0.007054854
284,128.14,581632,751.44974348,349,1664,-0.002519567683339119,0.0005374399391671351,0.24304023385047913,2830,0.12384784974010783,0.005204440378292929,0.234423828125,1819.2569699287415,1625.541748046875,0.7831363677978516,0.0062737647
285,131.6,583680,758.0470227499998,350,1664,-0.017728453502058983,0.0005374399391671351,0.2491937130689621,2840,0.12384784974010783,-0.0004883291090663988,0.144140625,2084.2217512130737,1570.727294921875,0.7783600389957428,0.005673385
286,130.78,585728,764.3379983000002,351,1664,-0.026710629090666772,0.0005374399391671351,0.2478359341621399,2850,0.12384784974010783,0.00115923462290084,0.147998046875,2424.926832485199,3342.324462890625,0.8091917484998703,0.0038714672
287,129.03,587776,775.47279557,353,1664,-0.02060080096125603,0.0005374399391671351,0.24646948277950287,2860,0.12384784974010783,-0.004353255320165772,0.161376953125,2093.2634974479674,1761.405029296875,0.7551285922527313,0.0053510163
288,131.65,589824,758.94526699,354,1664,-0.02040516883134842,0.0005374399391671351,0.24780958890914917,2870,0.12384784974010783,0.0015695254656748147,0.13056640625,2181.30159406662,718.9019165039062,0.7403979003429413,0.0030732942
289,132.02,591872,739.00616018,355,1664,-0.026405294239521027,0.0005374399391671351,0.2486961930990219,2880,0.12384784974010783,-0.0009307174273999408,0.16923828125,2089.8615571022033,1220.3453369140625,0.8813555464148521,0.0078585725
290,131.51,593920,740.2109382799999,356,1664,-0.01944187320768833,0.0005374399391671351,0.24479801952838898,2890,0.12384784974010783,4.479710478335619e-05,0.164501953125,1515.3303421974183,766.0106811523438,0.7988026589155197,0.0041595576
291,132.15,595968,747.0481899799998,357,1664,-0.01051185205578804,0.0005374399391671351,0.24381881952285767,2900,0.12384784974010783,0.0009082312360987998,0.1599609375,2082.0781564712524,443.7890930175781,0.6926666498184204,0.01116541
292,124.7,598016,708.28118938,359,1665,-0.004968838021159172,0.0005374399391671351,0.2421405166387558,2910,0.12384784974010783,0.0032440912909805775,0.17490234375,1771.8679946899415,781.0673217773438,0.8079751282930374,0.0135999955
293,119.24,600064,662.30326874,360,1664,0.0005453035235404968,0.0005374399391671351,0.24183467030525208,2920,0.12384784974010783,-0.0023190469706605653,0.121533203125,2688.2077602386476,4646.42041015625,0.6741262376308441,0.0051089926
294,111.8,602112,637.65632538,361,1664,-0.0043053701519966125,0.0005374399391671351,0.24402961134910583,2930,0.12384784974010783,0.002219521797087509,0.098828125,2684.2802503585817,2421.282470703125,0.6963758170604706,0.002852387
295,112.0,604160,650.72179244,363,1664,-0.0013468407094478607,0.0005374399391671351,0.24066117405891418,2940,0.12384784974010783,0.0003428437383263372,0.1359375,2929.723951911926,1628.832275390625,0.7638062238693237,0.006260556
296,117.09,606208,674.66244305,364,1664,0.009150907397270203,0.0005374399391671351,0.2393801510334015,2950,0.12384784974010783,0.0031062569833011366,0.171630859375,1446.733260679245,651.6011962890625,0.7501416355371475,0.008280115
297,122.19,608256,719.7596647299999,365,1663,0.007070551067590714,0.0005374399391671351,0.24106967449188232,2960,0.12384784974010783,0.0012281333532882855,0.17197265625,1206.653795862198,670.95263671875,0.8504451215267181,0.0049881856
298,129.78,610304,748.51532409,366,1663,0.0001283746212720871,0.0005374399391671351,0.2440994679927826,2970,0.12384784974010783,0.0013050303001364227,0.15791015625,1436.9788217544556,1328.921875,0.7929971367120743,0.0068500564
299,128.45,612352,735.2429604800001,368,1663,-0.007737446203827858,0.0005374399391671351,0.24473963677883148,2980,0.12384784974010783,0.00202921566014993,0.15615234375,1868.51826171875,646.8857421875,0.8436013162136078,0.003150142
300,138.27,614400,804.49895416,369,1663,-0.008647220581769944,0.0005374399391671351,0.24419134855270386,2990,0.12384784974010783,-0.0002752451138803735,0.1111328125,2551.6875606536864,548.5986328125,0.7449789643287659,0.0038900273
301,144.29,616448,841.82114648,370,1662,-0.016346976906061173,0.0005374399391671351,0.2468186318874359,3000,0.12384784974010783,0.003456927096704021,0.180419921875,1286.2148704528809,397.6836853027344,0.8263392299413681,0.008044696
302,154.07,618496,873.7074740400001,371,1662,-0.021523096784949302,0.0005374399391671351,0.24588780105113983,3010,0.12384784974010783,0.0007487595845304895,0.1701171875,1238.5129425525665,260.68963623046875,0.8155048042535782,0.009294201
303,151.27,620544,858.6322087599998,373,1662,-0.01726185195147991,0.0005374399391671351,0.2462935447692871,3020,0.12384784974010783,0.002571802233433118,0.218603515625,756.158198094368,389.21484375,0.8963093981146812,0.01296145
304,148.21,622592,819.4101312100003,374,1662,-0.013413608074188232,0.0005374399391671351,0.24529901146888733,3030,0.12384784974010783,0.0009657351765781641,0.156884765625,1694.1419363975524,307.9244384765625,0.7596973031759262,0.0051158695
305,147.46,624640,810.1747224999999,375,1662,-0.015296149626374244,0.0005374399391671351,0.24544782936573029,3040,0.12384784974010783,0.0006250839822314446,0.1439453125,1501.7382811546327,472.9664611816406,0.8384454101324081,0.004182532
306,146.62,626688,840.5544317900002,376,1662,-0.022916870564222334,0.0005374399391671351,0.24910405278205872,3050,0.12384784974010783,-0.0022736145365342963,0.132470703125,2483.8903557777403,877.357177734375,0.7825443148612976,0.0042172526
307,141.37,628736,811.86130952,378,1662,-0.03215712010860443,0.0005374399391671351,0.25099000334739685,3060,0.12384784974010783,0.0005578108357440215,0.124560546875,3117.621658992767,2105.906005859375,0.7723196595907211,0.0032685276
308,142.38,630784,819.0918352999998,379,1662,-0.0337750431150198,0.0005374399391671351,0.24898064136505127,3070,0.12384784974010783,0.001046739541197894,0.12978515625,2418.465967464447,1783.16796875,0.7821681797504425,0.0032183202
309,131.05,632832,757.15994411,380,1661,-0.03679434694349766,0.0005374399391671351,0.25300636887550354,3080,0.12384784974010783,0.0005755737729487009,0.147021484375,1381.294466161728,689.5946655273438,0.8395994007587433,0.004511401
310,129.24,634880,749.2813328200001,382,1661,-0.038689542561769485,0.0005374399391671351,0.25036928057670593,3090,0.12384784974010783,0.0015252638957463204,0.138037109375,2306.7348574638368,632.7781982421875,0.8164840191602707,0.0038146644
311,132.41,636928,770.71969607,383,1660,-0.022524524852633475,0.0005374399391671351,0.24545690417289734,3100,0.12384784974010783,0.00012355374601611402,0.134326171875,1842.5911056995392,1640.2684326171875,0.8243467062711716,0.004798107
312,132.04,638976,752.3360221900001,384,1660,-0.01852853149175644,0.0005374399391671351,0.2490808665752411,3110,0.12384784974010783,0.0020871185064606835,0.150146484375,1043.951631116867,711.7564086914062,0.910814642906189,0.0052572144
313,129.31,641024,723.22296806,386,1660,-0.02815985456109047,0.0005374399391671351,0.2478020191192627,3120,0.12384784974010783,0.0009672430125647225,0.120556640625,2353.1817677497866,1941.224853515625,0.8138628453016281,0.003163982
314,135.18,643072,753.9661774100001,387,1659,-0.016335754096508025,0.0005374399391671351,0.24544885754585266,3130,0.12384784974010783,0.0002824561030138284,0.1275390625,2578.8543507575987,2068.8994140625,0.7687647640705109,0.0050245123
315,133.57,645120,747.7138773300001,388,1660,-0.011088690534234048,0.0005374399391671351,0.24262258410453796,3140,0.12384784974010783,0.002188657825536211,0.144921875,1097.7083877086638,509.36767578125,0.8720376640558243,0.005870486
316,141.08,647168,814.20105899,389,1660,-0.005769765377044678,0.0005374399391671351,0.2437427043914795,3150,0.12384784974010783,0.0006541102557093836,0.157177734375,1901.1707317352295,923.5531005859375,0.8451245278120041,0.0044112466
317,146.34,649216,851.3147582199999,391,1660,-0.0017282593995332717,0.0005374399391671351,0.2424251139163971,3160,0.12384784974010783,0.003070587663387414,0.167138671875,1536.7503463745118,977.139892578125,0.8758502528071404,0.008627314
318,152.11,651264,896.64778621,392,1660,0.003760278970003128,0.0005374399391671351,0.2414204180240631,3170,0.12384784974010783,0.0035994018326164223,0.188427734375,1232.0486540794373,1035.2818603515625,0.8999183028936386,0.0057249526
319,151.98,653312,887.0297702800001,393,1660,0.010646172240376473,0.0005374399391671351,0.23798947036266327,3180,0.12384784974010783,0.002446098218206316,0.1681640625,726.7076128482819,380.951904296875,0.9193165153264999,0.010940851
320,158.52,655360,943.6969176499999,394,1659,0.020479163527488707,0.0005374399391671351,0.2354249507188797,3190,0.12384784974010783,0.0001980256973183714,0.12626953125,2689.436865901947,3177.27734375,0.7808594554662704,0.0036680233
321,165.07,657408,986.8988757799999,396,1660,0.03173339664936066,0.0005374399391671351,0.23402172327041626,3200,0.12384784974010783,0.003982697422907222,0.173583984375,1760.1792727470397,899.3624877929688,0.8389451205730438,0.01103498
322,160.37,659456,957.0261934400002,397,1660,0.034886088222265244,0.0005374399391671351,0.23362216353416443,3210,0.12384784974010783,0.0006470291169534903,0.17470703125,1904.3117162704468,267.7587585449219,0.8409272283315659,0.0050283694
323,170.17,661504,1004.2047252400002,398,1659,0.027329277247190475,0.0005374399391671351,0.23630604147911072,3220,0.12384784974010783,0.004843228320532944,0.203466796875,1072.838704919815,778.8640747070312,0.8912352696061134,0.00926432
324,165.71,663552,967.23589529,399,1659,0.01910562179982662,0.0005374399391671351,0.23869167268276215,3230,0.12384784974010783,0.0034990912667126396,0.19150390625,753.0396128177642,144.76206970214844,0.9194130972027779,0.010795765
325,162.75,665600,949.9865603400001,401,1659,0.013447153568267822,0.0005374399391671351,0.23774804174900055,3240,0.12384784974010783,0.0022091437385824975,0.15302734375,1439.047282218933,1579.4071044921875,0.869142159819603,0.0030736695
326,154.31,667648,910.3291608899999,402,1659,0.006359646841883659,0.0005374399391671351,0.24229459464550018,3250,0.12384784974010783,0.0017578481711097993,0.162158203125,2012.1501030921936,1618.9305419921875,0.810558632016182,0.005614172
327,146.4,669696,871.7913907599999,403,1658,0.008006023243069649,0.0005374399391671351,0.23794229328632355,3260,0.12384784974010783,0.0017962348661967552,0.141552734375,2422.721708488464,776.1837158203125,0.7712175697088242,0.005367251
328,145.42,671744,850.47491057,404,1658,0.01573861055076122,0.0005374399391671351,0.2385890930891037,3270,0.12384784974010783,0.0008276320164441131,0.102783203125,2897.060807800293,3347.3330078125,0.8070466369390488,0.0027588685
329,134.83,673792,789.5800042300001,406,1658,0.01070026382803917,0.0005374399391671351,0.2405039519071579,3280,0.12384784974010783,-0.00011261240797466598,0.12841796875,2372.846063232422,1356.3240966796875,0.8460794985294342,0.006192659
330,122.16,675840,701.72048937,407,1658,0.00377400740981102,0.0005374399391671351,0.24081407487392426,3290,0.12384784974010783,-0.001121908587811049,0.10537109375,2902.93039150238,978.980712890625,0.7356672883033752,0.0030909614
331,122.52,677888,685.5018157,408,1657,0.010217703133821487,0.0005374399391671351,0.23810246586799622,3300,0.12384784974010783,0.0003346573714225087,0.111083984375,2168.841496181488,2082.271240234375,0.8083396703004837,0.0060161725
332,122.91,679936,688.10225785,410,1657,0.012583010643720628,0.0005374399391671351,0.2394322007894516,3310,0.12384784974010783,0.0012974799436051398,0.128271484375,2260.963132572174,1155.123046875,0.8593436628580093,0.0047073783
333,127.09,681984,714.5184690000001,411,1657,0.021962719783186913,0.0005374399391671351,0.23375283181667328,3320,0.12384784974010783,-0.0014477848184469622,0.124609375,2351.0806226730347,1553.5908203125,0.7850140780210495,0.004134663
334,123.96,684032,696.9095714700001,412,1657,0.036217810586094856,0.0005374399391671351,0.23323166370391846,3330,0.12384784974010783,0.0020967111726349686,0.160546875,1717.372285223007,258.919677734375,0.8637367784976959,0.007615938
335,124.93,686080,701.23165349,414,1657,0.04100461080670357,0.0005374399391671351,0.2316150814294815,3340,0.12384784974010783,0.0010715421653003433,0.11708984375,2742.497014808655,2364.562255859375,0.7703144252300262,0.0038947694
336,131.88,688128,763.3602335400001,415,1657,0.0494950283318758,0.0005374399391671351,0.22944314777851105,3350,0.12384784974010783,0.000768211435934063,0.167138671875,1882.2487391471864,915.9367065429688,0.8203068971633911,0.0065116202
337,139.78,690176,802.0013753299999,416,1657,0.05268940143287182,0.0005374399391671351,0.2292971909046173,3360,0.12384784974010783,-0.0002432903384033125,0.155859375,1745.7693277835847,626.6908569335938,0.8496795892715454,0.005908206
338,137.68,692224,813.2176259200002,417,1657,0.04294791258871555,0.0005374399391671351,0.23331484198570251,3370,0.12384784974010783,0.006958031977410429,0.189697265625,1251.6131599903106,1150.8006591796875,0.8394224792718887,0.007833939
339,136.29,694272,786.62228907,418,1657,0.034764771535992625,0.0005374399391671351,0.2354203462600708,3380,0.12384784974010783,0.001863752692588605,0.167626953125,2173.9066807746885,1410.1326904296875,0.7729545682668686,0.0051869955
340,141.37,696320,827.46798317,420,1657,0.031586199253797534,0.0005374399391671351,0.2335270196199417,3390,0.12384784974010783,-0.0005996163457893999,0.095751953125,2462.2229994773866,2134.829345703125,0.7254042029380798,0.0047713453
341,143.34,698368,849.56781223,421,1657,0.038587134703993796,0.0005374399391671351,0.231915682554245,3400,0.12384784974010783,0.0027330031982273793,0.20322265625,1615.2912868499757,339.6075744628906,0.8380334973335266,0.006893286
342,141.81,700416,846.8077955299999,422,1656,0.04425457939505577,0.0005374399391671351,0.2306910902261734,3410,0.12384784974010783,0.0013066140723822172,0.14716796875,2915.297168159485,1680.95068359375,0.8153885155916214,0.006579572
343,123.0,702464,727.2519928400001,423,1657,0.04152784571051597,0.0005374399391671351,0.2332330346107483,3420,0.12384784974010783,0.0007508815178880468,0.113134765625,3412.767286491394,4098.42333984375,0.7449371814727783,0.003466852
344,123.57,704512,722.61039808,425,1656,0.0339790090918541,0.0005374399391671351,0.23433734476566315,3430,0.12384784974010783,-0.0002888135852117557,0.086279296875,4092.6527660369875,2427.917724609375,0.5993041396141052,0.0023352667
345,129.23,706560,752.4464470800001,426,1656,0.03368839658796787,0.0005374399391671351,0.2338511049747467,3440,0.12384784974010783,0.001716599972496624,0.10595703125,2244.7108709335325,1200.155517578125,0.8190058916807175,0.002550875
346,129.26,708608,760.0346685500001,427,1656,0.044400427117943765,0.0005374399391671351,0.23031461238861084,3450,0.12384784974010783,0.003221943349490175,0.183642578125,1253.4702736377717,367.9991455078125,0.8946314007043839,0.010433415
347,121.57,710656,700.2577719800001,428,1656,0.038966336846351625,0.0005374399391671351,0.23508770763874054,3460,0.12384784974010783,0.00174787877331255,0.148486328125,1963.724284362793,857.5904541015625,0.8066423833370209,0.007534071
348,121.35,712704,701.9462078399998,430,1656,0.03020959235727787,0.0005374399391671351,0.2348094880580902,3470,0.12384784974010783,-0.0003802525417995639,0.102490234375,3331.2435348510744,1521.5572509765625,0.7623014897108078,0.0029813927
349,128.31,714752,744.7538894800002,431,1656,0.03263606764376163,0.0005374399391671351,0.23419229686260223,3480,0.12384784974010783,0.0019466660771286115,0.129150390625,2402.7450309753417,1572.7689208984375,0.8453403562307358,0.0037290463
350,141.66,716800,819.1951002499998,432,1656,0.034941570833325386,0.0005374399391671351,0.23414482176303864,3490,0.12384784974010783,0.000306418354739435,0.140966796875,1614.1253638267517,1320.2550048828125,0.8516884744167328,0.005726372
351,145.19,718848,860.93415926,433,1656,0.02731778472661972,0.0005374399391671351,0.23646660149097443,3500,0.12384784974010783,0.001371479656518204,0.167919921875,1104.2488515377045,178.10183715820312,0.9244069308042526,0.0039488343
352,133.49,720896,804.4437797500001,435,1656,0.026934124529361725,0.0005374399391671351,0.2342398464679718,3510,0.12384784974010783,0.0003831305999483448,0.173681640625,1723.1529270172118,431.0831604003906,0.8810370340943336,0.010903467
353,136.68,722944,818.9894899000001,436,1656,0.03295418806374073,0.0005374399391671351,0.23397277295589447,3520,0.12384784974010783,-0.0012467291813663905,0.133251953125,2825.2591548919677,548.6292724609375,0.7932196408510208,0.004123356
354,140.93,724992,841.44647789,437,1656,0.03321701362729072,0.0005374399391671351,0.23499619960784912,3530,0.12384784974010783,0.00206353989924537,0.14814453125,2768.7154153823853,1665.94482421875,0.8595900535583496,0.0048397295
355,142.82,727040,860.8754828999997,438,1656,0.026899056881666182,0.0005374399391671351,0.2357463389635086,3540,0.12384784974010783,-0.0013119851726514753,0.131689453125,1849.6538272380828,2733.846435546875,0.8612334281206131,0.005112791
356,145.18,729088,890.2098568000001,440,1656,0.026296266168355942,0.0005374399391671351,0.23551702499389648,3550,0.12384784974010783,-0.0005519964797713328,0.123681640625,2123.2861240386965,977.402587890625,0.7759632021188736,0.0041106464
357,134.24,731136,812.6579019399999,441,1655,0.023011180385947228,0.0005374399391671351,0.23669560253620148,3560,0.12384784974010783,0.0025135855306871236,0.17314453125,1438.2602053165435,181.47286987304688,0.8943344801664352,0.008870974
358,125.57,733184,757.76292575,442,1656,0.021201486885547637,0.0005374399391671351,0.2375003844499588,3570,0.12384784974010783,0.0007320087548578158,0.11416015625,2611.894305896759,473.0378723144531,0.7383619844913483,0.0034484288
359,125.41,735232,766.43979791,443,1656,0.017909860238432884,0.0005374399391671351,0.23785890638828278,3580,0.12384784974010783,-0.0008366206719074398,0.10322265625,3775.2272006988524,2163.4619140625,0.6939021348953247,0.003917938
360,105.63,737280,621.8730959500001,445,1656,0.019543407112360002,0.0005374399391671351,0.23629839718341827,3590,0.12384784974010783,0.0009140493806626182,0.122119140625,2148.7568180084227,1338.72802734375,0.8436418026685715,0.0045329737
361,100.65,739328,566.03943779,446,1656,0.029110679775476454,0.0005374399391671351,0.23453009128570557,3600,0.12384784974010783,-0.004053422439028509,0.121435546875,4494.930223846435,1854.3819580078125,0.7442840337753296,0.0040526977
362,93.52,741376,500.52539828,447,1656,0.02927676811814308,0.0005374399391671351,0.23531411588191986,3610,0.12384784974010783,0.0013527882016205694,0.155810546875,1568.6314080238342,314.8725280761719,0.8590687364339828,0.008088078
363,100.69,743424,541.2958990000001,448,1656,0.026185661554336548,0.0005374399391671351,0.2361581027507782,3620,0.12384784974010783,-0.003818011160183232,0.1619140625,2863.569005203247,1455.6456298828125,0.8308834433555603,0.003566803
364,98.68,745472,515.74366064,450,1656,0.02402554973959923,0.0005374399391671351,0.23695077002048492,3630,0.12384784974010783,0.0018666764735826291,0.1314453125,2355.738303565979,991.7345581054688,0.8516924679279327,0.0047695483
365,111.15,747520,606.04555622,451,1656,0.02919792979955673,0.0005374399391671351,0.2337699979543686,3640,0.12384784974010783,-0.0025561090165865607,0.162255859375,2755.5758504867554,1130.6162109375,0.7917623966932297,0.009510931
366,122.51,749568,686.1477604700001,452,1656,0.02807915061712265,0.0005374399391671351,0.2368961125612259,3650,0.12384784974010783,0.002971399846865097,0.19326171875,1511.6800248146058,599.50634765625,0.8196488469839096,0.025708817
367,122.62,751616,706.82657886,453,1656,0.021908576041460036,0.0005374399391671351,0.23654593527317047,3660,0.12384784974010783,0.006092866821563803,0.188623046875,1539.2282784461975,1326.914306640625,0.867854043841362,0.01856893
