time/iterations,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/fps,train/entropy_loss,train/learning_rate,train/std,train/n_updates,train/clip_range,train/policy_gradient_loss,train/clip_fraction,train/value_loss,train/loss,train/explained_variance,train/approx_kl
119,33.22,243712,52.104037020000014,143,1703,-0.5216321039944887,0.0005374399391671351,0.4103390872478485,1180,0.12384784974010783,-0.001496100907388609,0.054248046875,1160.6493280410766,583.0269775390625,0.8411067873239517,0.0018115324
120,31.89,245760,5.574835750000001,144,1703,-0.5213974703103303,0.0005374399391671351,0.40522223711013794,1190,0.12384784974010783,-0.0008988013614725787,0.065625,893.6093395233154,510.9029235839844,0.8561703711748123,0.0016833071
121,27.27,247808,10.9552488,145,1702,-0.5029560770839453,0.0005374399391671351,0.3964652419090271,1200,0.12384784974010783,0.0002916517336416291,0.077734375,1145.6022998809815,568.7340087890625,0.8422545194625854,0.0029512867
122,30.92,249856,27.586068659999995,146,1701,-0.4910221554338932,0.0005374399391671351,0.3962465226650238,1210,0.12384784974010783,-0.0007319103024201468,0.091259765625,1014.823969078064,635.348876953125,0.86447574198246,0.003081149
123,30.95,251904,18.770578970000003,148,1700,-0.4856271958909929,0.0005374399391671351,0.3919050395488739,1220,0.12384784974010783,-9.851997747318819e-05,0.083935546875,1160.8743983268737,1002.8209838867188,0.8578897267580032,0.003055034
124,36.51,253952,69.27643704,149,1699,-0.47482051672413944,0.0005374399391671351,0.38729411363601685,1230,0.12384784974010783,-9.086650170502253e-05,0.088916015625,1017.547364616394,772.0136108398438,0.8449134677648544,0.0057044327
125,37.53,256000,55.24800036,150,1699,-0.4721683201380074,0.0005374399391671351,0.3885114789009094,1240,0.12384784974010783,-0.003193032897252124,0.084326171875,1369.3424867630006,1058.2015380859375,0.8224363923072815,0.0036338854
126,35.42,258048,43.70663039,151,1698,-0.4704889878630638,0.0005374399391671351,0.3863344192504883,1250,0.12384784974010783,-8.722514576220419e-05,0.059228515625,1141.6857966423036,455.8316650390625,0.8470890820026398,0.0040948116
127,32.43,260096,38.89338456,153,1698,-0.4722843045368791,0.0005374399391671351,0.3891432583332062,1260,0.12384784974010783,0.0006922086133272388,0.048291015625,1163.7288576126098,1137.659423828125,0.8548275679349899,0.00087756664
128,31.04,262144,54.664642099999995,154,1697,-0.47637266013771296,0.0005374399391671351,0.38926705718040466,1270,0.12384784974010783,-0.0006743342994013802,0.049951171875,1153.0274930000305,915.2262573242188,0.878485195338726,0.001542862
129,33.87,264192,39.97374511,155,1697,-0.4732667118310928,0.0005374399391671351,0.3886096477508545,1280,0.12384784974010783,-0.0022070512815844266,0.048291015625,1246.3571161270143,856.0292358398438,0.845893144607544,0.0019785054
130,33.45,266240,38.942479350000006,156,1696,-0.4751694227568805,0.0005374399391671351,0.38732197880744934,1290,0.12384784974010783,-0.00020402714726515115,0.072265625,882.0605974674224,677.137939453125,0.9049848690629005,0.0022779098
131,31.21,268288,-2.4516705599999984,158,1695,-0.4705573094077408,0.0005374399391671351,0.3887852132320404,1300,0.12384784974010783,0.0005812240851810202,0.089990234375,872.5112025260926,871.328857421875,0.8797381222248077,0.002731329
132,34.64,270336,-10.853134810000004,159,1694,-0.4706636748276651,0.0005374399391671351,0.385543555021286,1310,0.12384784974010783,-3.1109135306905955e-05,0.076318359375,1050.6665913581849,826.0014038085938,0.8926988914608955,0.0027777168
133,34.12,272384,30.868470099999996,160,1693,-0.45542509825900196,0.0005374399391671351,0.3794511556625366,1320,0.12384784974010783,-0.0004954915915732272,0.097607421875,922.1330854415894,606.1431274414062,0.8840472102165222,0.003249072
134,33.49,274432,47.588259230000006,162,1692,-0.44298111340031027,0.0005374399391671351,0.37524595856666565,1330,0.12384784974010783,-0.001522478705010144,0.07470703125,1036.5820358276367,1167.4632568359375,0.8816694244742393,0.0022067376
135,31.16,276480,39.74042222,163,1692,-0.4350865985266864,0.0005374399391671351,0.37198832631111145,1340,0.12384784974010783,-0.0007349641840846743,0.09169921875,900.0372269153595,991.481689453125,0.9177904352545738,0.0035986544
136,30.05,278528,42.71121522000001,164,1691,-0.4200344685465097,0.0005374399391671351,0.36511680483818054,1350,0.12384784974010783,-0.0008163457125192509,0.0556640625,1021.9527668952942,800.7615966796875,0.8571120500564575,0.0019038578
137,30.8,280576,35.00856217,166,1690,-0.4036524401977658,0.0005374399391671351,0.3595518469810486,1360,0.12384784974010783,-0.0007633905595866963,0.06328125,1189.4338205337524,715.856201171875,0.8594003319740295,0.001949817
138,30.7,282624,34.68877464,167,1689,-0.39506529793143275,0.0005374399391671351,0.3597409725189209,1370,0.12384784974010783,-0.00039857902156654746,0.080419921875,1152.0478128433228,546.35302734375,0.8506946712732315,0.0030410024
139,27.86,284672,18.65890265,168,1689,-0.4034854074940085,0.0005374399391671351,0.363349974155426,1380,0.12384784974010783,-0.0008985583077446791,0.0943359375,1098.2553347587586,661.4910888671875,0.8806378245353699,0.0029092354
140,30.17,286720,18.814313159999998,169,1689,-0.4030499314889312,0.0005374399391671351,0.360194593667984,1390,0.12384784974010783,-0.0009694287087768316,0.06513671875,857.1451107025147,539.1970825195312,0.8792988732457161,0.0020193472
141,31.48,288768,27.865806189999997,170,1689,-0.39446220062673093,0.0005374399391671351,0.3593336343765259,1400,0.12384784974010783,-0.001840000219817739,0.087353515625,1144.7246545791627,509.9977722167969,0.8500916510820389,0.004478641
142,34.93,290816,56.12335582,172,1689,-0.39207911789417266,0.0005374399391671351,0.35707682371139526,1410,0.12384784974010783,0.000839260927750729,0.096826171875,897.1643119812012,487.36456298828125,0.8643096834421158,0.0047387467
143,33.07,292864,66.30978656,173,1688,-0.37570108436048033,0.0005374399391671351,0.3483710289001465,1420,0.12384784974010783,-4.713378439191729e-06,0.075048828125,1241.5093929290772,479.1701354980469,0.865020141005516,0.0036263089
144,29.04,294912,54.99082232999999,174,1688,-0.37315266728401186,0.0005374399391671351,0.3516125977039337,1430,0.12384784974010783,0.0016400878164859023,0.11884765625,855.3238642692565,287.8488464355469,0.8777560964226723,0.0024766377
145,28.24,296960,21.52238101,175,1687,-0.3704202685505152,0.0005374399391671351,0.3488721251487732,1440,0.12384784974010783,0.0004705550534708891,0.074951171875,1060.3641341209411,549.9168090820312,0.873980313539505,0.003245011
146,32.51,299008,44.874115270000004,177,1687,-0.357037103548646,0.0005374399391671351,0.34594619274139404,1450,0.12384784974010783,0.0006275907682720572,0.106640625,1043.1602246284485,504.9623107910156,0.8571534007787704,0.003764484
147,35.29,301056,80.62282384999999,178,1686,-0.35408200696110725,0.0005374399391671351,0.3433232605457306,1460,0.12384784974010783,-0.001279701591556659,0.0712890625,1011.8442391395569,640.133056640625,0.8830460384488106,0.001869884
148,34.19,303104,97.30181712,179,1686,-0.3407332248985767,0.0005374399391671351,0.3382878601551056,1470,0.12384784974010783,0.001217634158092551,0.095556640625,878.5406057357789,1247.5721435546875,0.8993250355124474,0.0032154843
149,32.47,305152,61.24668473,181,1685,-0.33059251867234707,0.0005374399391671351,0.3355770409107208,1480,0.12384784974010783,-0.0002913458360126242,0.06875,843.7473151206971,697.0308837890625,0.8478711396455765,0.0024560918
150,34.54,307200,74.01754407,182,1685,-0.3224361464381218,0.0005374399391671351,0.3333156704902649,1490,0.12384784974010783,-0.0027430986607214435,0.08857421875,1431.890252017975,1216.380859375,0.8554385155439377,0.0035649003
151,36.76,309248,96.09454811999998,183,1685,-0.3213542256504297,0.0005374399391671351,0.3341328799724579,1500,0.12384784974010783,0.001070869191607926,0.096826171875,1204.764240837097,1235.423583984375,0.8872559815645218,0.0026382138
152,34.82,311296,69.73418234,184,1684,-0.3255762469023466,0.0005374399391671351,0.3368164896965027,1510,0.12384784974010783,-0.0018876446061767637,0.076904296875,1126.9120626449585,876.9389038085938,0.8808437660336494,0.0021292714
153,35.96,313344,75.68407279,186,1684,-0.3359374936670065,0.0005374399391671351,0.34006455540657043,1520,0.12384784974010783,-0.0006959184720471967,0.083740234375,1141.536933517456,647.900634765625,0.9028758406639099,0.0022472506
154,32.41,315392,40.73478385000001,187,1684,-0.33853790871798994,0.0005374399391671351,0.3396866023540497,1530,0.12384784974010783,-0.0006507302707177587,0.08291015625,1417.4151960372924,1323.262451171875,0.8667909801006317,0.0027403268
155,34.81,317440,82.34765084,188,1683,-0.34103257246315477,0.0005374399391671351,0.3404797613620758,1540,0.12384784974010783,-0.0008506627083988861,0.0998046875,928.2051019668579,759.0081787109375,0.9030480682849884,0.0035721362
156,33.85,319488,76.52167492000001,189,1683,-0.33147603645920753,0.0005374399391671351,0.33504897356033325,1550,0.12384784974010783,-0.0005340922769391909,0.093603515625,1102.537741947174,394.9429016113281,0.8819402605295181,0.0028059273
157,33.93,321536,68.44819067000002,191,1682,-0.32777398601174357,0.0005374399391671351,0.3359622657299042,1560,0.12384784974010783,-0.00019148181745549665,0.100390625,1037.2024787902833,990.7094116210938,0.8946817442774773,0.0045148926
158,36.28,323584,81.78825486000001,192,1682,-0.31008983254432676,0.0005374399391671351,0.32503804564476013,1570,0.12384784974010783,-0.0005839348856170546,0.07431640625,1282.5218255996704,626.6593627929688,0.884274885058403,0.004352096
159,37.11,325632,94.07650319000003,193,1682,-0.3032703071832657,0.0005374399391671351,0.32976239919662476,1580,0.12384784974010783,-8.40508182591293e-05,0.105517578125,928.9965197086334,574.6087036132812,0.9236792102456093,0.0024707755
160,35.86,327680,81.25868643000001,194,1681,-0.3054935898631811,0.0005374399391671351,0.3275109529495239,1590,0.12384784974010783,0.0005358587004593574,0.096435546875,1247.7667203903197,858.1110229492188,0.9025754779577255,0.002655872
161,32.45,329728,65.15100735000001,196,1682,-0.2980337254703045,0.0005374399391671351,0.32556551694869995,1600,0.12384784974010783,-0.0024876271378161618,0.124267578125,1272.646952533722,1021.340087890625,0.8875001221895218,0.003443208
162,35.46,331776,101.58979419,197,1682,-0.2954906951636076,0.0005374399391671351,0.3264632225036621,1610,0.12384784974010783,0.00046014381223358214,0.061962890625,920.3152793884277,869.6896362304688,0.8830428645014763,0.002827663
163,33.69,333824,63.669662530000004,198,1682,-0.29941549748182295,0.0005374399391671351,0.32773494720458984,1620,0.12384784974010783,0.00027173231355845926,0.08798828125,886.0414947509765,437.7733459472656,0.91482113301754,0.0051713106
164,32.25,335872,41.10573518,199,1682,-0.31066928841173647,0.0005374399391671351,0.33074164390563965,1630,0.12384784974010783,-0.0011141707618662622,0.07919921875,987.5637668609619,595.255859375,0.9087871462106705,0.0029803836
165,30.67,337920,47.285386880000004,200,1682,-0.3051935374736786,0.0005374399391671351,0.3264950215816498,1640,0.12384784974010783,0.0002902141204685904,0.0625,1082.1019076347352,1149.7127685546875,0.8813916370272636,0.004137081
166,32.24,339968,80.89551446,202,1682,-0.3005087863653898,0.0005374399391671351,0.3274971544742584,1650,0.12384784974010783,0.0009680178431153763,0.089697265625,1078.83938331604,435.68328857421875,0.9079054147005081,0.0030505145
167,36.49,342016,110.04232834,203,1682,-0.2962295599281788,0.0005374399391671351,0.3245970606803894,1660,0.12384784974010783,-0.000668052881519543,0.096533203125,673.9351038455964,790.1490478515625,0.9263103976845741,0.0034485143
168,39.55,344064,127.64747196,204,1682,-0.2937097236514091,0.0005374399391671351,0.32456037402153015,1670,0.12384784974010783,0.00013222650304669514,0.102734375,986.2382988929749,912.3932495117188,0.8902259320020676,0.003662294
169,36.53,346112,117.77568884,205,1683,-0.29291750490665436,0.0005374399391671351,0.32259756326675415,1680,0.12384784974010783,-0.0006609607444261201,0.065234375,1171.750089740753,764.7791137695312,0.8991576731204987,0.0031780622
170,38.43,348160,118.14961409,206,1683,-0.2942529749125242,0.0005374399391671351,0.32677382230758667,1690,0.12384784974010783,-0.000643219190533273,0.102294921875,879.3847926139831,679.8865356445312,0.9301557093858719,0.0022150227
171,40.82,350208,130.29450132999997,208,1682,-0.2945653393864632,0.0005374399391671351,0.32307153940200806,1700,0.12384784974010783,-0.0010971995987347327,0.094580078125,1447.3556183815003,537.4741821289062,0.8823309615254402,0.0037351437
172,39.65,352256,125.97202137000001,209,1683,-0.28362921588122847,0.0005374399391671351,0.3207225799560547,1710,0.12384784974010783,-0.0004830897851206828,0.0826171875,1376.5378143310547,1046.18408203125,0.8747052550315857,0.0040729996
173,40.79,354304,92.64932474999999,210,1683,-0.2802293602377176,0.0005374399391671351,0.32013165950775146,1720,0.12384784974010783,0.0005582366058661137,0.096044921875,1235.8871834754943,951.5200805664062,0.9232419058680534,0.0033954624
174,41.87,356352,102.64051068999999,211,1682,-0.27909364812076093,0.0005374399391671351,0.32030659914016724,1730,0.12384784974010783,-0.0010121248997165821,0.102978515625,1253.5302203178405,580.09228515625,0.9299337863922119,0.003352954
175,41.13,358400,136.91417857,213,1681,-0.2790103893727064,0.0005374399391671351,0.3183770179748535,1740,0.12384784974010783,0.0007106319826561958,0.095361328125,1249.1375900268554,1072.8077392578125,0.8879150599241257,0.0037016105
176,41.39,360448,103.67578528,214,1680,-0.28144519254565237,0.0005374399391671351,0.32331758737564087,1750,0.12384784974010783,-0.0029143189851311034,0.10380859375,1489.68982963562,979.1588134765625,0.8813381120562553,0.003148485
177,40.5,362496,73.43975852,215,1681,-0.28742336817085745,0.0005374399391671351,0.32254454493522644,1760,0.12384784974010783,-0.00033655805018497633,0.0822265625,1545.038028526306,2070.837646484375,0.9018650278449059,0.0027587246
178,35.71,364544,72.66150014999998,216,1681,-0.2803084921091795,0.0005374399391671351,0.31894224882125854,1770,0.12384784974010783,-0.0012411144271027297,0.08193359375,1607.4813659667968,1282.4796142578125,0.8390448242425919,0.002532375
179,38.82,366592,101.42895537,218,1681,-0.27434603236615657,0.0005374399391671351,0.3174864947795868,1780,0.12384784974010783,-0.0007349426476139342,0.104931640625,1386.189715194702,1043.841796875,0.9022441729903221,0.0024485826
180,43.93,368640,130.57609061000002,219,1681,-0.27114870138466357,0.0005374399391671351,0.3164457678794861,1790,0.12384784974010783,-0.00021436457682284528,0.082177734375,1651.4560515403748,1211.2740478515625,0.8434209823608398,0.0036697707
181,43.71,370688,138.74403623999999,220,1681,-0.26284462176263335,0.0005374399391671351,0.3132099211215973,1800,0.12384784974010783,0.00012296198328840547,0.102783203125,1195.4494912147522,880.4258422851562,0.90894415974617,0.004153872
182,47.52,372736,158.29281444,221,1681,-0.2566573515534401,0.0005374399391671351,0.31221887469291687,1810,0.12384784974010783,0.0006323926761979237,0.0935546875,1523.3728067398072,1666.402099609375,0.8741261959075928,0.0024744745
183,43.46,374784,136.81442600999998,222,1681,-0.24973491244018078,0.0005374399391671351,0.3094419240951538,1820,0.12384784974010783,-0.004105388994503301,0.10576171875,1462.0165222167968,1065.61572265625,0.8537406474351883,0.0035186943
184,39.4,376832,119.4726723,224,1681,-0.23176861517131328,0.0005374399391671351,0.30223599076271057,1830,0.12384784974010783,-0.002252859676082153,0.08486328125,1555.1552975654602,1085.5389404296875,0.853630006313324,0.003076916
185,44.38,378880,143.73434777999998,225,1681,-0.20958771109580993,0.0005374399391671351,0.29458990693092346,1840,0.12384784974010783,-0.0008754400798352436,0.08779296875,1406.184330368042,1531.875,0.8717364966869354,0.0030428357
186,50.81,380928,190.78788530999998,226,1680,-0.1900850597769022,0.0005374399391671351,0.2915913760662079,1850,0.12384784974010783,-0.001861362488125451,0.105615234375,1510.3088521957397,1345.6329345703125,0.8919064924120903,0.0057782773
187,50.16,382976,201.62158847999996,227,1679,-0.19170003421604634,0.0005374399391671351,0.29451119899749756,1860,0.12384784974010783,-0.00034829577780328693,0.097998046875,1418.9926975250244,917.6549072265625,0.8306224495172501,0.00248359
188,44.45,385024,167.88269030999996,229,1679,-0.18820853978395463,0.0005374399391671351,0.28947246074676514,1870,0.12384784974010783,-0.0014318598201498388,0.0943359375,1328.3311735153197,591.830078125,0.8751467913389206,0.004686164
189,45.17,387072,176.02379659,230,1679,-0.1864834114909172,0.0005374399391671351,0.29259395599365234,1880,0.12384784974010783,-0.0012959272487933049,0.100830078125,1434.5678709983827,729.0723266601562,0.8833960890769958,0.0032402943
190,49.11,389120,201.78727784000003,231,1678,-0.18608132302761077,0.0005374399391671351,0.28995391726493835,1890,0.12384784974010783,0.0009352157947432715,0.08564453125,1884.9774673461914,1615.8919677734375,0.8320073336362839,0.003681873
191,44.81,391168,156.81303838999997,233,1678,-0.17372883595526217,0.0005374399391671351,0.28549593687057495,1900,0.12384784974010783,8.155549185175914e-05,0.11240234375,1805.8654390335082,753.041748046875,0.8593328148126602,0.0027523057
192,45.51,393216,178.71131268000005,234,1678,-0.17068401612341405,0.0005374399391671351,0.2871810793876648,1910,0.12384784974010783,-0.0014398125480511227,0.120556640625,1721.301306629181,676.0382690429688,0.8682918846607208,0.0054568714
193,46.75,395264,190.24489663999998,235,1677,-0.16806923486292363,0.0005374399391671351,0.2852754294872284,1920,0.12384784974010783,-0.00263047533298959,0.139404296875,1730.8510648727417,1077.5230712890625,0.8221978545188904,0.0038946941
194,54.55,397312,221.34833508999998,236,1677,-0.1634456742554903,0.0005374399391671351,0.28413212299346924,1930,0.12384784974010783,-0.0001593714070622809,0.1353515625,1703.231212234497,1007.8755493164062,0.8578692376613617,0.004102932
195,55.23,399360,226.19581237999998,238,1677,-0.15674009025096894,0.0005374399391671351,0.28278666734695435,1940,0.12384784974010783,-0.0034647443768335505,0.143896484375,1602.7811923027039,1328.76611328125,0.8619695007801056,0.006298562
196,51.1,401408,226.95074783,239,1677,-0.14579273983836175,0.0005374399391671351,0.27812495827674866,1950,0.12384784974010783,-0.0003175343394104857,0.13564453125,1403.8836279869079,601.4828491210938,0.8772802427411079,0.0036925725
197,48.48,403456,229.73380831999998,240,1677,-0.12598384954035283,0.0005374399391671351,0.27332496643066406,1960,0.12384784974010783,0.0020233431045198814,0.144189453125,1317.3299463272094,1900.13916015625,0.8579048365354538,0.006152878
198,53.74,405504,247.53459458999998,241,1677,-0.12432343810796738,0.0005374399391671351,0.2748211622238159,1970,0.12384784974010783,-0.0002204623531724792,0.130615234375,1938.1820986747741,1052.5882568359375,0.8499938547611237,0.006696229
199,56.5,407552,280.96445839999996,243,1676,-0.13146714083850383,0.0005374399391671351,0.27691906690597534,1980,0.12384784974010783,0.0005065803896286524,0.115478515625,1600.878285598755,1668.5645751953125,0.8546268343925476,0.0058935108
200,59.08,409600,284.87481916,244,1677,-0.13343327753245832,0.0005374399391671351,0.27647969126701355,1990,0.12384784974010783,-0.0005561853438848629,0.1060546875,2214.8724859237673,1785.73291015625,0.8095021545886993,0.0034129755
201,65.16,411648,322.65788719,245,1677,-0.1298198528587818,0.0005374399391671351,0.2741051912307739,2000,0.12384784974010783,-0.0008418894685746636,0.10029296875,1556.522234249115,880.4190063476562,0.8531375974416733,0.0029624952
202,63.83,413696,302.93565561,246,1677,-0.11862486526370049,0.0005374399391671351,0.2700221538543701,2010,0.12384784974010783,0.0016481150349136442,0.143896484375,1857.3469104766846,1136.42626953125,0.8680944293737411,0.0027122784
203,61.53,415744,275.30469901999993,247,1677,-0.10523296110332012,0.0005374399391671351,0.2670803666114807,2020,0.12384784974010783,-0.0003396797510504257,0.12021484375,1975.2792819976808,1418.0927734375,0.8532117903232574,0.005062935
204,62.87,417792,290.64138187000003,249,1677,-0.09337678365409374,0.0005374399391671351,0.2645161747932434,2030,0.12384784974010783,0.00012282737588975579,0.1466796875,1721.5915278434754,2254.60205078125,0.8578021079301834,0.005961812
205,63.32,419840,299.58734755999996,250,1677,-0.08204205855727195,0.0005374399391671351,0.2608633041381836,2040,0.12384784974010783,0.000266123498295201,0.146826171875,2238.830711746216,1806.285400390625,0.814397394657135,0.0030908128
206,68.13,421888,332.21793326,251,1677,-0.08017534352838993,0.0005374399391671351,0.26384642720222473,2050,0.12384784974010783,-0.0004918943224765826,0.175146484375,1851.0438050270081,1436.96875,0.8234124630689621,0.009944653
207,67.22,423936,334.77075632,252,1677,-0.07910793647170067,0.0005374399391671351,0.2607751488685608,2060,0.12384784974010783,0.0034466582284949253,0.188427734375,1683.4160445213317,297.7272033691406,0.8504361510276794,0.006988127
208,62.58,425984,302.62010202,253,1677,-0.0775274708867073,0.0005374399391671351,0.2628644108772278,2070,0.12384784974010783,0.0008467074527288787,0.169140625,1935.2406511306763,890.7438354492188,0.8358491659164429,0.008360983
209,67.52,428032,355.77775312000006,255,1677,-0.08539370484650136,0.0005374399391671351,0.2640538513660431,2080,0.12384784974010783,0.002306525711901486,0.129736328125,1569.7873335838317,1034.8377685546875,0.8865133449435234,0.004123142
210,67.04,430080,362.78527541999995,256,1676,-0.09068479537963867,0.0005374399391671351,0.2647189199924469,2090,0.12384784974010783,0.0002823347153025679,0.165771484375,2193.2130947113037,772.310302734375,0.745866984128952,0.005984504
211,69.63,432128,395.52099393000003,257,1676,-0.10677569285035134,0.0005374399391671351,0.27209582924842834,2100,0.12384784974010783,0.0018078083405271173,0.123291015625,2144.583011341095,766.4246215820312,0.7996138334274292,0.0056819585
212,80.59,434176,456.33310155,259,1676,-0.10504944734275341,0.0005374399391671351,0.26593467593193054,2110,0.12384784974010783,0.0017196013694046996,0.1021484375,1995.5124851226806,1126.5736083984375,0.8241768777370453,0.0064953486
213,73.37,436224,389.27176326,260,1675,-0.09700707681477069,0.0005374399391671351,0.2680024802684784,2120,0.12384784974010783,-0.0016329503034285154,0.122705078125,2083.0622947692873,977.5496215820312,0.8216754645109177,0.0054069124
214,71.15,438272,356.5947542899999,261,1675,-0.09410458579659461,0.0005374399391671351,0.26310884952545166,2130,0.12384784974010783,0.0036089762608753516,0.160498046875,1658.344690132141,1435.7149658203125,0.82955302298069,0.0045109997
215,75.74,440320,399.05192734999997,262,1675,-0.09244664087891578,0.0005374399391671351,0.2669696807861328,2140,0.12384784974010783,0.00024176782681024634,0.13017578125,1770.3514335632324,833.062255859375,0.841632530093193,0.0054584267
216,69.49,442368,374.02749467,264,1675,-0.10497762672603131,0.0005374399391671351,0.27071037888526917,2150,0.12384784974010783,0.0012434859308996238,0.12099609375,1865.7697840690612,1465.318115234375,0.8014275282621384,0.0026981104
217,70.75,444416,397.52250671,265,1675,-0.11534904800355435,0.0005374399391671351,0.27268144488334656,2160,0.12384784974010783,0.00046681461317348293,0.119677734375,2802.1151809692383,1688.232421875,0.7906281054019928,0.007915152
218,76.4,446464,447.29669053000003,266,1675,-0.1156694233417511,0.0005374399391671351,0.2701685428619385,2170,0.12384784974010783,-0.00031063343121786604,0.127294921875,1888.997769165039,890.6380615234375,0.8496202677488327,0.0041636853
219,80.9,448512,457.62053369,267,1675,-0.09937359094619751,0.0005374399391671351,0.26567575335502625,2180,0.12384784974010783,0.0018236742991575739,0.18798828125,1844.8153562545776,2101.9482421875,0.8191666901111603,0.007827453
220,90.09,450560,504.61794334999996,268,1675,-0.09010732136666774,0.0005374399391671351,0.26479703187942505,2190,0.12384784974010783,0.0018401847395580263,0.145556640625,1836.045977115631,1389.7493896484375,0.8631282448768616,0.009332158
221,87.06,452608,480.90839833000007,270,1675,-0.07980815768241882,0.0005374399391671351,0.2596018612384796,2200,0.12384784974010783,0.00019227089651394636,0.134521484375,2157.1832921981813,2489.4482421875,0.7824123799800873,0.005087698
222,84.49,454656,457.17293838999996,271,1675,-0.0708231084048748,0.0005374399391671351,0.26034340262413025,2210,0.12384784974010783,0.00041182172499247826,0.10595703125,2560.1093450546264,2204.843505859375,0.7513841986656189,0.0051709544
223,79.46,456704,431.0397730799999,272,1675,-0.07136316299438476,0.0005374399391671351,0.2592431902885437,2220,0.12384784974010783,-0.00038638709374936295,0.107421875,2045.2191862106324,2613.769775390625,0.8259320855140686,0.004306434
224,88.27,458752,491.6205749,273,1675,-0.07143140584230423,0.0005374399391671351,0.26113295555114746,2230,0.12384784974010783,-0.0009020827026688493,0.1240234375,1980.4591363906861,1143.356201171875,0.8365011811256409,0.0049026674
225,84.46,460800,465.08483951,274,1675,-0.08195027522742748,0.0005374399391671351,0.26461857557296753,2240,0.12384784974010783,-0.00014210219014785253,0.162353515625,1857.7148296356202,1677.1148681640625,0.8287947922945023,0.00793037
226,90.3,462848,496.5450145099999,276,1675,-0.08789214305579662,0.0005374399391671351,0.26431703567504883,2250,0.12384784974010783,-1.1558544065337628e-05,0.12333984375,3278.155542373657,2827.126953125,0.7579862326383591,0.0043198103
227,96.3,464896,529.77842113,277,1676,-0.07320184223353862,0.0005374399391671351,0.25837552547454834,2260,0.12384784974010783,0.0003571587505575735,0.210546875,1847.0854942321778,1183.451416015625,0.8078552037477493,0.0047864476
228,96.17,466944,542.8435538,278,1676,-0.06188875064253807,0.0005374399391671351,0.2573911249637604,2270,0.12384784974010783,0.0005427603959105909,0.137646484375,2496.725966835022,3390.604248046875,0.7908090502023697,0.006337432
229,90.4,468992,504.5525137000001,279,1676,-0.0695941288024187,0.0005374399391671351,0.26219823956489563,2280,0.12384784974010783,-0.0011686454061418771,0.144970703125,2329.5168647766113,1245.953857421875,0.7711688280105591,0.0045256005
230,90.61,471040,529.1667502600001,281,1675,-0.08365247175097465,0.0005374399391671351,0.2647533416748047,2290,0.12384784974010783,-0.00044976876088185234,0.130517578125,3191.1886072158813,1152.5386962890625,0.6249136924743652,0.0068555716
231,86.7,473088,499.35223177000006,282,1676,-0.08548898547887802,0.0005374399391671351,0.26375025510787964,2300,0.12384784974010783,0.0011066968661907594,0.1134765625,2914.8214884757995,2230.6044921875,0.6714017987251282,0.0039773537
232,83.42,475136,472.63953062,283,1676,-0.08099159821867943,0.0005374399391671351,0.2603685259819031,2310,0.12384784974010783,6.493514229077846e-05,0.121142578125,3538.5862464904785,1586.8336181640625,0.6271064877510071,0.0049241083
233,82.86,477184,469.18969983000005,284,1675,-0.06979452148079872,0.0005374399391671351,0.2592403292655945,2320,0.12384784974010783,-0.0013799744425341486,0.120166015625,2425.4148292541504,2246.705810546875,0.7846883088350296,0.004718639
234,82.0,479232,461.4248258399999,286,1674,-0.06936199441552163,0.0005374399391671351,0.2598269283771515,2330,0.12384784974010783,0.00026719163142843174,0.13935546875,2494.2343437194822,2851.98583984375,0.7298431694507599,0.006233596
235,80.44,481280,448.4047283599999,287,1673,-0.07626043818891048,0.0005374399391671351,0.2627789378166199,2340,0.12384784974010783,-0.0005545679538045079,0.173095703125,2145.59060459137,1085.1788330078125,0.7444005906581879,0.008326828
236,73.12,483328,411.4651580800001,288,1673,-0.07836549431085586,0.0005374399391671351,0.2603122591972351,2350,0.12384784974010783,0.0017442522672354243,0.116552734375,3033.0606048583986,1463.7685546875,0.7155554294586182,0.0040122434
237,77.98,485376,434.36944363,290,1673,-0.07125991433858872,0.0005374399391671351,0.26009830832481384,2360,0.12384784974010783,-0.0007585827013826929,0.141748046875,2868.393447113037,1296.6217041015625,0.7377031743526459,0.0066734217
238,79.64,487424,432.09518342,291,1672,-0.07986585982143879,0.0005374399391671351,0.2636621594429016,2370,0.12384784974010783,-0.0012154839154391085,0.11669921875,2729.195959663391,1862.9261474609375,0.6595084369182587,0.004200424
239,84.85,489472,462.79088121000007,292,1673,-0.0847606860101223,0.0005374399391671351,0.26269692182540894,2380,0.12384784974010783,0.00040408469212707134,0.175048828125,2442.680497741699,1325.81591796875,0.6928595900535583,0.0044675423
240,92.97,491520,506.77276629,293,1673,-0.08292993679642677,0.0005374399391671351,0.26303237676620483,2390,0.12384784974010783,-0.000930214709660504,0.1486328125,2095.762673950195,1072.025390625,0.6794276237487793,0.0050762133
241,99.86,493568,547.67733416,295,1672,-0.08152052871882916,0.0005374399391671351,0.26145094633102417,2400,0.12384784974010783,0.0024211009484133685,0.161962890625,2218.8173818588257,1131.8653564453125,0.7429313957691193,0.008048765
242,98.36,495616,537.5565060800001,296,1673,-0.07797573022544384,0.0005374399391671351,0.2613268494606018,2410,0.12384784974010783,0.0009383824086398818,0.14677734375,2844.56556186676,2674.0458984375,0.7320806980133057,0.007906489
